Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8;Column9;Column10;Column11;Column12;Column13
;2023-01-12 13:00:36.864;;2023-01-12 13:09:00.210;2023-01-12 13:09:00.210;UTC-0300;5DkUXOKlpz;bae5a88f-53c9-4afa-8d73-630a4b4ec17b;com.sec.android.app.shealth;2023-01-12 13:02:36.864;82428772-1ab6-4546-b8f3-6a2e87a4099d;82428772-1ab6-4546-b8f3-6a2e87a4099d.heart_rate.json;
;2023-01-16 12:57:12.461;;2023-01-16 12:59:12.590;2023-01-16 12:59:12.590;UTC-0300;5DkUXOKlpz;9dec658a-a60b-4f88-9101-3aba23a16d9d;com.sec.android.app.shealth;2023-01-16 12:59:12.461;a4441f7b-392b-4ab3-b89a-7d91d1171ce7;a4441f7b-392b-4ab3-b89a-7d91d1171ce7.heart_rate.json;
;2023-01-16 22:22:42.554;;2023-01-16 22:24:42.677;2023-01-16 22:24:42.677;UTC-0300;5DkUXOKlpz;5eac12a6-16e1-4ff0-9000-19246768bc40;com.sec.android.app.shealth;2023-01-16 22:24:42.554;6d91f7c9-6588-4cc2-9156-262a5545a1c6;6d91f7c9-6588-4cc2-9156-262a5545a1c6.heart_rate.json;
;2023-01-17 11:54:06.693;;2023-01-17 11:56:07.256;2023-01-17 11:56:07.256;UTC-0300;5DkUXOKlpz;5c11d2c5-03a8-43a6-b87c-74eb138437dd;com.sec.android.app.shealth;2023-01-17 11:56:06.693;cf2b4880-c24e-48c4-bd18-e0858b14b817;cf2b4880-c24e-48c4-bd18-e0858b14b817.heart_rate.json;
;2023-01-24 13:07:27.719;;2023-01-24 13:09:27.803;2023-01-24 13:09:27.803;UTC-0300;5DkUXOKlpz;890a560c-9257-4e74-b4a6-94f490f08686;com.sec.android.app.shealth;2023-01-24 13:09:27.719;e206bc24-3e9d-4f42-bfea-301b93feede9;e206bc24-3e9d-4f42-bfea-301b93feede9.heart_rate.json;
;2023-01-25 12:34:45.295;;2023-01-25 12:36:45.461;2023-01-25 12:36:45.461;UTC-0300;5DkUXOKlpz;97dd8bf6-772c-40f6-92cf-e9d8a6093787;com.sec.android.app.shealth;2023-01-25 12:36:45.295;ccf5aa40-e845-4d22-860b-4ea91bb5509d;ccf5aa40-e845-4d22-860b-4ea91bb5509d.heart_rate.json;
;2023-01-29 12:56:34.461;;2023-01-29 12:58:35.287;2023-01-29 12:58:35.287;UTC-0300;5DkUXOKlpz;804a9a93-031c-4a3a-8b0d-ca5c345f23e6;com.sec.android.app.shealth;2023-01-29 12:58:34.461;3cfe4b5f-c6f8-4473-b99b-66d9b26be5b0;3cfe4b5f-c6f8-4473-b99b-66d9b26be5b0.heart_rate.json;
;2023-01-31 13:45:45.264;;2023-01-31 13:54:45.228;2023-01-31 13:54:45.228;UTC-0300;5DkUXOKlpz;d09a3e08-5cc6-462d-929c-660d7fcf7b07;com.sec.android.app.shealth;2023-01-31 13:47:45.264;703202ef-7fae-45f0-b2b0-bcaf51972e3d;703202ef-7fae-45f0-b2b0-bcaf51972e3d.heart_rate.json;
;2023-02-02 12:42:08.218;;2023-02-02 12:44:08.348;2023-02-02 12:44:08.348;UTC-0300;5DkUXOKlpz;24b6ea17-5832-486d-9773-727df0009e8a;com.sec.android.app.shealth;2023-02-02 12:44:08.218;510a27a9-185b-4fb3-983a-27bb11ce83aa;510a27a9-185b-4fb3-983a-27bb11ce83aa.heart_rate.json;
;2023-02-03 12:27:01.646;;2023-02-03 12:29:02.207;2023-02-03 12:29:02.207;UTC-0300;5DkUXOKlpz;6881b031-d842-48d5-b27d-5e1148ffd068;com.sec.android.app.shealth;2023-02-03 12:29:01.646;aca41bfc-803d-40be-90a4-42d7eb2af73f;aca41bfc-803d-40be-90a4-42d7eb2af73f.heart_rate.json;
;2023-02-04 12:53:57.723;;2023-02-04 12:54:31.659;2023-02-04 12:54:31.659;UTC-0300;5DkUXOKlpz;3172114a-2bde-4022-a2aa-84dbc9af2acf;com.sec.android.app.shealth;2023-02-04 12:54:31.625;eb124e99-57d1-422a-b04a-8152b62217d8;eb124e99-57d1-422a-b04a-8152b62217d8.heart_rate.json;
;2023-02-04 13:04:53.657;;2023-02-04 13:07:55.389;2023-02-04 13:07:55.389;UTC-0300;5DkUXOKlpz;b6be55d0-d169-40eb-8852-78b70cefa3f4;com.sec.android.app.shealth;2023-02-04 13:06:53.657;e65eb31b-3378-48c2-830a-f23dacf49bad;e65eb31b-3378-48c2-830a-f23dacf49bad.heart_rate.json;
;2023-02-04 15:55:40.968;;2023-02-04 15:57:11.369;2023-02-04 15:57:11.369;UTC-0300;5DkUXOKlpz;adb8aeb9-c33d-4736-b429-c858c77613d6;com.sec.android.app.shealth;2023-02-04 15:57:11.316;4450b0ad-e93a-4488-bfe7-e5996f5c7ef9;4450b0ad-e93a-4488-bfe7-e5996f5c7ef9.heart_rate.json;
;2023-02-05 12:41:14.576;;2023-02-05 12:43:15.464;2023-02-05 12:43:15.464;UTC-0300;5DkUXOKlpz;238e5ac1-99f1-4e81-89c5-2aede02e0536;com.sec.android.app.shealth;2023-02-05 12:43:14.576;4be3ef12-809f-4919-99c5-4cfec34c2523;4be3ef12-809f-4919-99c5-4cfec34c2523.heart_rate.json;
;2023-02-06 12:36:14.642;;2023-02-06 12:38:14.825;2023-02-06 12:38:14.825;UTC-0300;5DkUXOKlpz;757d5d37-109f-4931-aead-ea53f5fc2c50;com.sec.android.app.shealth;2023-02-06 12:38:14.642;583346b4-a475-4ad4-beb4-fd1473e19b33;583346b4-a475-4ad4-beb4-fd1473e19b33.heart_rate.json;
;2023-02-07 12:52:22.677;;2023-02-07 12:54:23.207;2023-02-07 12:54:23.207;UTC-0300;5DkUXOKlpz;79b1077e-5c30-4793-80ae-56ee13ee2c8f;com.sec.android.app.shealth;2023-02-07 12:54:22.677;e2ef4d7c-2c2e-413d-8697-31e698877944;e2ef4d7c-2c2e-413d-8697-31e698877944.heart_rate.json;
;2023-02-09 12:39:43.576;;2023-02-09 12:41:44.229;2023-02-09 12:41:44.229;UTC-0300;5DkUXOKlpz;fe38f201-465d-417a-b069-b8c53fe026bf;com.sec.android.app.shealth;2023-02-09 12:41:43.576;98f8eba4-6261-448e-ba95-451e0371602c;98f8eba4-6261-448e-ba95-451e0371602c.heart_rate.json;
;2023-02-10 12:43:26.933;;2023-02-10 12:45:27.262;2023-02-10 12:45:27.262;UTC-0300;5DkUXOKlpz;e6e78c7f-9f33-4928-a35b-c05d44e7f97f;com.sec.android.app.shealth;2023-02-10 12:45:26.933;8e7aca04-347b-43ab-b04d-f63087916cbd;8e7aca04-347b-43ab-b04d-f63087916cbd.heart_rate.json;
;2023-02-11 13:23:03.184;;2023-02-11 13:25:03.851;2023-02-11 13:25:03.851;UTC-0300;5DkUXOKlpz;e2e7e027-b9f6-4844-8e9d-91abe9c2fab1;com.sec.android.app.shealth;2023-02-11 13:25:03.184;9f94aae7-88ea-44c1-98e0-1342632ecbb0;9f94aae7-88ea-44c1-98e0-1342632ecbb0.heart_rate.json;
;2023-02-11 13:37:29.962;;2023-02-11 13:39:30.219;2023-02-11 13:39:30.219;UTC-0300;5DkUXOKlpz;d065f620-dddc-43a0-b5c9-1bb5d71d1727;com.sec.android.app.shealth;2023-02-11 13:39:29.962;4d9dbd71-75a7-4ecd-95f2-113100a5b591;4d9dbd71-75a7-4ecd-95f2-113100a5b591.heart_rate.json;
;2023-02-12 13:02:50.682;;2023-02-12 13:04:50.872;2023-02-12 13:04:50.872;UTC-0300;5DkUXOKlpz;e3000a0a-76c5-4eb8-a5c5-a0648fd0dc9d;com.sec.android.app.shealth;2023-02-12 13:04:50.682;48cb4b0c-e225-4811-bc6c-c83e49272337;48cb4b0c-e225-4811-bc6c-c83e49272337.heart_rate.json;
;2023-02-13 19:37:34.442;;2023-02-13 19:39:35.262;2023-02-13 19:39:35.262;UTC-0300;5DkUXOKlpz;37bcef2b-ec13-491b-a52f-49edf85f9426;com.sec.android.app.shealth;2023-02-13 19:39:34.442;9ddd15c4-f247-4dee-a7a7-456d1cab5f2b;9ddd15c4-f247-4dee-a7a7-456d1cab5f2b.heart_rate.json;
;2023-02-14 12:27:38.588;;2023-02-14 12:29:38.773;2023-02-14 12:29:38.773;UTC-0300;5DkUXOKlpz;360fd450-9456-43dc-8bc6-b3351def1898;com.sec.android.app.shealth;2023-02-14 12:29:38.588;430b2ef8-620d-4f65-8ac0-57fe800985e5;430b2ef8-620d-4f65-8ac0-57fe800985e5.heart_rate.json;
;2023-02-16 12:49:07.729;;2023-02-16 12:51:08.257;2023-02-16 12:51:08.257;UTC-0300;5DkUXOKlpz;6e7d8cee-2a01-4135-827a-9224139ef1a1;com.sec.android.app.shealth;2023-02-16 12:51:07.729;39ed838c-4152-4650-8cae-4c52eb081a54;39ed838c-4152-4650-8cae-4c52eb081a54.heart_rate.json;
;2023-02-17 12:22:54.113;;2023-02-17 12:24:54.279;2023-02-17 12:24:54.279;UTC-0300;5DkUXOKlpz;da69ff70-b40d-4d7e-b78f-83f439b18709;com.sec.android.app.shealth;2023-02-17 12:24:54.113;963e0c86-3eec-4a8b-8bd4-7a1303a402b4;963e0c86-3eec-4a8b-8bd4-7a1303a402b4.heart_rate.json;
;2023-02-19 13:38:20.565;;2023-02-19 13:40:20.526;2023-02-19 13:40:20.526;UTC-0300;5DkUXOKlpz;c1096093-a366-4efb-929a-51a4f254d917;com.sec.android.app.shealth;2023-02-19 13:40:20.500;41ee8355-f6f2-4e60-b97b-64f5f17b497d;41ee8355-f6f2-4e60-b97b-64f5f17b497d.heart_rate.json;
;2023-02-23 12:52:21.822;;2023-02-23 12:54:22.218;2023-02-23 12:54:22.218;UTC-0300;5DkUXOKlpz;19a4ca6f-8b41-4130-969e-7a36ffac81f0;com.sec.android.app.shealth;2023-02-23 12:54:21.822;4e7ba744-9487-4607-a1d8-6265fe48f886;4e7ba744-9487-4607-a1d8-6265fe48f886.heart_rate.json;
;2023-02-24 11:56:37.249;;2023-02-24 11:58:37.290;2023-02-24 11:58:37.290;UTC-0300;5DkUXOKlpz;bf8bf372-da3b-4e38-b65f-0934ffcdc0e7;com.sec.android.app.shealth;2023-02-24 11:58:37.249;71e661dc-b56c-482a-8743-545a4f5a54e1;71e661dc-b56c-482a-8743-545a4f5a54e1.heart_rate.json;
;2023-02-24 13:04:31.382;;2023-02-24 13:09:00.196;2023-02-24 13:09:00.196;UTC-0300;5DkUXOKlpz;59d94cc0-e408-4022-b3e5-b21c23d29c1a;com.sec.android.app.shealth;2023-02-24 13:06:31.382;ce60e131-f3ee-473d-933a-616342e2efb0;ce60e131-f3ee-473d-933a-616342e2efb0.heart_rate.json;
;2023-02-26 13:08:15.977;;2023-02-26 13:10:16.177;2023-02-26 13:10:16.177;UTC-0300;5DkUXOKlpz;f8e1b902-08eb-483f-b358-7735b2c5e89f;com.sec.android.app.shealth;2023-02-26 13:10:15.977;a8238c00-aad6-4e5a-b028-f3bb4e18ea57;a8238c00-aad6-4e5a-b028-f3bb4e18ea57.heart_rate.json;
;2023-03-01 19:00:50.754;;2023-03-01 19:02:51.223;2023-03-01 19:02:51.223;UTC-0300;5DkUXOKlpz;d7ae59f7-0d36-49c3-b58e-167f92efdc62;com.sec.android.app.shealth;2023-03-01 19:02:50.754;841ad3c0-5451-4077-bac0-02116d8885ed;841ad3c0-5451-4077-bac0-02116d8885ed.heart_rate.json;
;2023-03-02 13:25:09.350;;2023-03-02 13:27:09.447;2023-03-02 13:27:09.447;UTC-0300;5DkUXOKlpz;8321e5ff-217e-4488-9d30-6b3077e7bc43;com.sec.android.app.shealth;2023-03-02 13:27:09.350;174d8707-aa79-4f26-b0ca-c63e889e7887;174d8707-aa79-4f26-b0ca-c63e889e7887.heart_rate.json;
;2023-03-07 11:42:02.993;;2023-03-07 11:44:03.655;2023-03-07 11:44:03.655;UTC-0300;5DkUXOKlpz;1e762c2c-779f-4d82-af40-9873a2ad7718;com.sec.android.app.shealth;2023-03-07 11:44:02.993;1bec03af-a700-4ce5-b0a8-9cf6fc1934a0;1bec03af-a700-4ce5-b0a8-9cf6fc1934a0.heart_rate.json;
;2023-03-07 12:42:02.270;;2023-03-07 12:44:02.464;2023-03-07 12:44:02.464;UTC-0300;5DkUXOKlpz;ab43840f-dd66-431e-879e-e2fa9a5aa1f0;com.sec.android.app.shealth;2023-03-07 12:44:02.270;4a99e88e-afb5-4b56-b925-4bf40ef9fa20;4a99e88e-afb5-4b56-b925-4bf40ef9fa20.heart_rate.json;
;2023-03-08 12:49:19.843;;2023-03-08 12:51:20.246;2023-03-08 12:51:20.246;UTC-0300;5DkUXOKlpz;88cbdb51-8a5c-4f4b-8196-1a9874940846;com.sec.android.app.shealth;2023-03-08 12:51:19.843;dd9d18bb-3176-4e46-99f9-c3d2edde77b5;dd9d18bb-3176-4e46-99f9-c3d2edde77b5.heart_rate.json;
;2023-03-09 12:19:59.247;;2023-03-09 12:21:29.180;2023-03-09 12:21:29.180;UTC-0300;5DkUXOKlpz;30cd8693-4286-498e-b9c3-889e5e503c37;com.sec.android.app.shealth;2023-03-09 12:21:29.139;3267bd8e-5b5a-4d56-a10d-56a7d4478b5d;3267bd8e-5b5a-4d56-a10d-56a7d4478b5d.heart_rate.json;
;2023-03-09 12:29:34.470;;2023-03-09 12:31:35.358;2023-03-09 12:31:35.358;UTC-0300;5DkUXOKlpz;d9fabba0-a05d-4876-9f7c-ed58e5575e30;com.sec.android.app.shealth;2023-03-09 12:31:34.470;c449ace6-147d-4c4b-87eb-d46023939853;c449ace6-147d-4c4b-87eb-d46023939853.heart_rate.json;
;2023-03-10 12:30:15.934;;2023-03-10 12:32:16.241;2023-03-10 12:32:16.241;UTC-0300;5DkUXOKlpz;445bbd58-13f4-4e13-9c4d-412c3787b5de;com.sec.android.app.shealth;2023-03-10 12:32:15.934;e2ea6a6a-d1f9-4770-9861-2fa5a8598a40;e2ea6a6a-d1f9-4770-9861-2fa5a8598a40.heart_rate.json;
;2023-03-10 12:43:31.824;;2023-03-10 12:45:32.247;2023-03-10 12:45:32.247;UTC-0300;5DkUXOKlpz;4dc78f3f-688e-478a-b97e-23420a20d294;com.sec.android.app.shealth;2023-03-10 12:45:31.824;c2ee7ebf-ac0f-4ab9-b0d8-e1c9a9d65a65;c2ee7ebf-ac0f-4ab9-b0d8-e1c9a9d65a65.heart_rate.json;
;2023-03-11 13:08:02.234;;2023-03-11 13:10:02.720;2023-03-11 13:10:02.720;UTC-0300;5DkUXOKlpz;d931ae66-32db-47d8-98d7-38f74d4f45c3;com.sec.android.app.shealth;2023-03-11 13:10:02.234;78e13549-4057-4e4b-af51-42adb92f2cd8;78e13549-4057-4e4b-af51-42adb92f2cd8.heart_rate.json;
;2023-03-11 13:24:47.948;;2023-03-11 13:26:48.386;2023-03-11 13:26:48.386;UTC-0300;5DkUXOKlpz;7a9eb16b-664c-450c-a104-d3af5be0cacf;com.sec.android.app.shealth;2023-03-11 13:26:47.948;71676b96-5529-4e68-ac96-9e56cd10d7f8;71676b96-5529-4e68-ac96-9e56cd10d7f8.heart_rate.json;
;2023-03-11 14:35:47.504;;2023-03-11 14:37:48.199;2023-03-11 14:37:48.199;UTC-0300;5DkUXOKlpz;89cebc65-c52c-4af3-ac22-3f72bd64c29e;com.sec.android.app.shealth;2023-03-11 14:37:47.504;9245fd2d-5fc8-49b6-924b-7f2b2b5a41c0;9245fd2d-5fc8-49b6-924b-7f2b2b5a41c0.heart_rate.json;
